item,occurrence,key,line,kind,token,clause
82,1,82#1,497,number,0.182,"S05E Phase 3 found within-year b steeper than pooled in 16 of 16 cells by a mean of 0.182 and steeper within volatility tercile in 15 of 16, so roughly a quarter of the headline anomaly is a pooling artifact by the proje"
82,1,82#1,497,number,15,"182 and steeper within volatility tercile in 15 of 16, so roughly a quarter of the headline anomaly is a pooling artifact by the project's own measurement."
82,1,82#1,497,number,16,"182 and steeper within volatility tercile in 15 of 16, so roughly a quarter of the headline anomaly is a pooling artifact by the project's own measurement."
83,1,83#1,502,path,M/2,trigamma(M/2) assumes Gaussian returns.
83,1,83#1,502,path,1/M,"With heavy tails, RV built from few returns is dominated by the largest squared return, inflating Var(log RV_M) at coarse M and decaying more slowly than 1/M."
83,1,83#1,502,code,S04,S04 measured a tail index of 2.
83,1,83#1,502,code,RV,"With heavy tails, RV built from few returns is dominated by the largest squared return, inflating Var(log RV_M) at coarse M and decaying more slowly than 1/M."
83,1,83#1,502,code,A0,"Arms A0 through A4 all use Gaussian innovations, so the arm that would catch this does not exist."
83,1,83#1,502,code,A4,"Arms A0 through A4 all use Gaussian innovations, so the arm that would catch this does not exist."
83,1,83#1,502,name,Gaussian,trigamma(M/2) assumes Gaussian returns.
83,1,83#1,502,name,Gaussian,"0, while adding calibrated jumps to Gaussian synthetic moved b by only 0."
83,1,83#1,502,name,Gaussian,"Arms A0 through A4 all use Gaussian innovations, so the arm that would catch this does not exist."
83,1,83#1,502,number,83,83.
83,1,83#1,502,number,2.95,S04 measured a tail index of 2.95 to 3.
83,1,83#1,502,number,3.67,95 to 3.67.
83,1,83#1,502,number,3,Supporting evidence already held: truncation at 3 local SD moves the elasticity toward -1 by a mean of 0.
83,1,83#1,502,number,0.415,Supporting evidence already held: truncation at 3 local SD moves the elasticity toward -1 by a mean of 0.415 with 10 of 16 cells reaching -1.
83,1,83#1,502,number,10,415 with 10 of 16 cells reaching -1.
83,1,83#1,502,number,16,415 with 10 of 16 cells reaching -1.
83,1,83#1,502,number,0.11,"0, while adding calibrated jumps to Gaussian synthetic moved b by only 0.11."
84,1,84#1,510,code,S05E,"S05E's A4 arm generated roughness ACROSS sessions while holding volatility constant WITHIN them, and within-window variation is the only place a roughness effect on realized variance can live."
84,1,84#1,510,code,A4,"S05E's A4 arm generated roughness ACROSS sessions while holding volatility constant WITHIN them, and within-window variation is the only place a roughness effect on realized variance can live."
84,1,84#1,510,code,A4,A4's negative result is empty and is withdrawn.
84,1,84#1,510,number,84,84.
84,1,84#1,510,number,5,Roughness is tested here only if Phase 5 leaves the gap open.
85,1,85#1,515,path,ES/RTH/1h,RS-UP AT ES/RTH/1h IS UNDER SUSPICION.
85,1,85#1,515,code,ES,RS-UP AT ES/RTH/1h IS UNDER SUSPICION.
85,1,85#1,515,code,RTH,RS-UP AT ES/RTH/1h IS UNDER SUSPICION.
85,1,85#1,515,number,85,85.
85,1,85#1,515,number,0.0128,It moved from in-sample R-squared 0.0128 to out-of-sample 0.
85,1,85#1,515,number,0.237,0128 to out-of-sample 0.237 and 0.
85,1,85#1,515,number,0.240,237 and 0.240 while the 96 candidates clearing under both degraded from 0.
85,1,85#1,515,number,96,240 while the 96 candidates clearing under both degraded from 0.
85,1,85#1,515,number,0.479,240 while the 96 candidates clearing under both degraded from 0.479 to 0.
85,1,85#1,515,number,0.313,479 to 0.313.
86,1,86#1,523,path,phase5_signals.py,"78 by log(max(v,1e-300)) at phase5_signals.py:104 and phase6_holdout."
86,1,86#1,523,path,phase6_holdout.py,"py:104 and phase6_holdout.py:330, moving R-squared from 0."
86,1,86#1,523,code,S10,"S10 Phase 7 found three windows of 11,406 with RS-up exactly zero mapped to -690."
86,1,86#1,523,number,86,86.
86,1,86#1,523,number,7,"S10 Phase 7 found three windows of 11,406 with RS-up exactly zero mapped to -690."
86,1,86#1,523,number,"11,406","S10 Phase 7 found three windows of 11,406 with RS-up exactly zero mapped to -690."
86,1,86#1,523,number,1e-300,"78 by log(max(v,1e-300)) at phase5_signals."
86,1,86#1,523,number,104,py:104 and phase6_holdout.
86,1,86#1,523,number,330,"py:330, moving R-squared from 0."
86,1,86#1,523,number,0.0128,"py:330, moving R-squared from 0.0128 to 0."
86,1,86#1,523,number,0.4286,0128 to 0.4286.
86,1,86#1,523,number,60,"The justification is NOT item 60's insanity filter: zero upside semivariance is a legitimate observation, not an error, and substituting any value invents data."
87,1,87#1,531,code,S09,THE S09 PHASE 5 PARTITION IS VOID and is recomputed here.
87,1,87#1,531,number,87,87.
87,1,87#1,531,number,5,THE S09 PHASE 5 PARTITION IS VOID and is recomputed here.
87,1,87#1,531,number,32,The defect reaches 32 of 96 candidate-cells and flips retention in 16.
87,1,87#1,531,number,96,The defect reaches 32 of 96 candidate-cells and flips retention in 16.
87,1,87#1,531,number,16,The defect reaches 32 of 96 candidate-cells and flips retention in 16.
88,1,88#1,533,code,S09,The holdout was opened once in S09 under defective predictor construction.
88,1,88#1,533,code,S11,"S11 re-evaluates ONLY the candidates the defect touched, with no change to any threshold, rule, sizing parameter or specification."
88,1,88#1,533,number,88,88.
89,1,89#1,538,path,Q/P-squared,"Within-window volatility dispersion is measurable from the excess of Q/P-squared over its constant-volatility value, which Part A reports at 0."
89,1,89#1,538,code,S10,S10 Phase 6 flagged sigma_w as its weakest assumption.
89,1,89#1,538,code,S11,S11 calibrates sigma_w per cell to reproduce the measured ratio and re-tests the S10 roughness rejection against calibrated variation.
89,1,89#1,538,code,S10,S11 calibrates sigma_w per cell to reproduce the measured ratio and re-tests the S10 roughness rejection against calibrated variation.
89,1,89#1,538,number,89,89.
89,1,89#1,538,number,6,S10 Phase 6 flagged sigma_w as its weakest assumption.
89,1,89#1,538,number,0.81,"Within-window volatility dispersion is measurable from the excess of Q/P-squared over its constant-volatility value, which Part A reports at 0.81 to 1."
89,1,89#1,538,number,1.48,81 to 1.48 against trigamma.
90,1,90#1,543,number,90,90.
91,1,91#1,547,number,91,91.
92,1,92#1,553,code,K4,"K4, RISK-LIMIT BREACHES."
92,1,92#1,553,code,K4,"K4 FIRES if the spurious breach rate under the proxy is below 1 percent of decision points in every cell, or if the cost of spurious breaches is below 1 basis point at every cost-sweep point."
92,1,92#1,553,number,92,92.
92,1,92#1,553,number,2,Leverage cap 2.
92,1,92#1,553,number,1,0x and stop-out at realized volatility above 1.
92,1,92#1,553,number,1,"K4 FIRES if the spurious breach rate under the proxy is below 1 percent of decision points in every cell, or if the cost of spurious breaches is below 1 basis point at every cost-sweep point."
92,1,92#1,553,number,1,"K4 FIRES if the spurious breach rate under the proxy is below 1 percent of decision points in every cell, or if the cost of spurious breaches is below 1 basis point at every cost-sweep point."
93,1,93#1,557,code,K5,"K5, COMBINATION WEIGHTS."
93,1,93#1,557,code,K5,K5 FIRES if the mean absolute weight change is below 0.
93,1,93#1,557,number,93,93.
93,1,93#1,557,number,0.02,"K5 FIRES if the mean absolute weight change is below 0.02 in every cell, or if the resulting out-of-sample tracking-error difference is below 5 percent relative in every cell at every cost-sweep point, matching item 71's"
93,1,93#1,557,number,5,"02 in every cell, or if the resulting out-of-sample tracking-error difference is below 5 percent relative in every cell at every cost-sweep point, matching item 71's threshold."
93,1,93#1,557,number,71,"02 in every cell, or if the resulting out-of-sample tracking-error difference is below 5 percent relative in every cell at every cost-sweep point, matching item 71's threshold."
94,1,94#1,562,code,K6,"K6, CONVEXITY."
94,1,94#1,562,code,K6,K6 FIRES if the proportional overstatement of the convexity adjustment from naive Var(log IV) is below 5 percent in every cell.
94,1,94#1,562,code,IV,K6 FIRES if the proportional overstatement of the convexity adjustment from naive Var(log IV) is below 5 percent in every cell.
94,1,94#1,562,number,94,94.
94,1,94#1,562,number,5,K6 FIRES if the proportional overstatement of the convexity adjustment from naive Var(log IV) is below 5 percent in every cell.
95,1,95#1,567,path,mu/2,"Under lognormal V the exact relation requires no expansion: E[sqrt(V)] = exp(mu/2 + s2/8) and sqrt(E[V]) = exp(mu/2 + s2/4), so K_vol = sqrt(E[V]) * exp(-s2/8)."
95,1,95#1,567,path,s2/8,"Under lognormal V the exact relation requires no expansion: E[sqrt(V)] = exp(mu/2 + s2/8) and sqrt(E[V]) = exp(mu/2 + s2/4), so K_vol = sqrt(E[V]) * exp(-s2/8)."
95,1,95#1,567,path,mu/2,"Under lognormal V the exact relation requires no expansion: E[sqrt(V)] = exp(mu/2 + s2/8) and sqrt(E[V]) = exp(mu/2 + s2/4), so K_vol = sqrt(E[V]) * exp(-s2/8)."
95,1,95#1,567,path,s2/4,"Under lognormal V the exact relation requires no expansion: E[sqrt(V)] = exp(mu/2 + s2/8) and sqrt(E[V]) = exp(mu/2 + s2/4), so K_vol = sqrt(E[V]) * exp(-s2/8)."
95,1,95#1,567,path,s2/8,"Under lognormal V the exact relation requires no expansion: E[sqrt(V)] = exp(mu/2 + s2/8) and sqrt(E[V]) = exp(mu/2 + s2/4), so K_vol = sqrt(E[V]) * exp(-s2/8)."
95,1,95#1,567,code,S11,THE S11 PHASE 10 CONVEXITY MAGNITUDE IS VOID.
95,1,95#1,567,code,K6,"The K6 DETERMINATION is expected to survive since a hand recompute gives roughly 19 percent overstatement against a 5 percent threshold, but the reported 443 percent and 13."
95,1,95#1,567,name,Brockhaus,It applied the Brockhaus-Long second-order expansion K_vol = sqrt(E[V]) * (1 - (exp(s2)-1)/8) at measured s2 of 1.
95,1,95#1,567,name,Long,It applied the Brockhaus-Long second-order expansion K_vol = sqrt(E[V]) * (1 - (exp(s2)-1)/8) at measured s2 of 1.
95,1,95#1,567,number,95,95.
95,1,95#1,567,number,10,THE S11 PHASE 10 CONVEXITY MAGNITUDE IS VOID.
95,1,95#1,567,number,1,It applied the Brockhaus-Long second-order expansion K_vol = sqrt(E[V]) * (1 - (exp(s2)-1)/8) at measured s2 of 1.
95,1,95#1,567,number,8,It applied the Brockhaus-Long second-order expansion K_vol = sqrt(E[V]) * (1 - (exp(s2)-1)/8) at measured s2 of 1.
95,1,95#1,567,number,1.03,It applied the Brockhaus-Long second-order expansion K_vol = sqrt(E[V]) * (1 - (exp(s2)-1)/8) at measured s2 of 1.03 to 2.
95,1,95#1,567,number,2.05,"03 to 2.05, where Var(V)/E[V]^2 = exp(s2)-1 runs 1."
95,1,95#1,567,number,2,"05, where Var(V)/E[V]^2 = exp(s2)-1 runs 1."
95,1,95#1,567,number,1.8,"05, where Var(V)/E[V]^2 = exp(s2)-1 runs 1.8 to 6."
95,1,95#1,567,number,6.8,8 to 6.8.
95,1,95#1,567,number,85,The expansion needs that quantity small and is subtracting up to 85 percent of the strike.
95,1,95#1,567,number,2.05,At s2 = 2.05 the exact factor is 0.
95,1,95#1,567,number,0.774,05 the exact factor is 0.774 against the expansion's 0.
95,1,95#1,567,number,0.154,"774 against the expansion's 0.154, a factor of five."
95,1,95#1,567,number,19,"The K6 DETERMINATION is expected to survive since a hand recompute gives roughly 19 percent overstatement against a 5 percent threshold, but the reported 443 percent and 13."
95,1,95#1,567,number,5,"The K6 DETERMINATION is expected to survive since a hand recompute gives roughly 19 percent overstatement against a 5 percent threshold, but the reported 443 percent and 13."
95,1,95#1,567,number,443,"The K6 DETERMINATION is expected to survive since a hand recompute gives roughly 19 percent overstatement against a 5 percent threshold, but the reported 443 percent and 13."
95,1,95#1,567,number,13.96,"The K6 DETERMINATION is expected to survive since a hand recompute gives roughly 19 percent overstatement against a 5 percent threshold, but the reported 443 percent and 13.96 volatility points are void."
96,1,96#1,577,path,RQ/RV,The calibration target RQ/RV^2 has a constant-volatility value of exactly 1 and Part A measured 1.
96,1,96#1,577,path,RQ/RV,"Either the bisection converged on a far branch, or it solved against a different target than Part A measured, or RQ/RV^2 is far flatter in sigma_w than expected."
96,1,96#1,577,path,RQ/RV,Verified here by reporting implied RQ/RV^2 at the calibrated value beside Part A's measurement per cell.
96,1,96#1,577,code,S11,THE S11 PHASE 6 MECHANISM CLAIM IS PROVISIONAL PENDING CALIBRATION VERIFICATION.
96,1,96#1,577,code,RQ,The calibration target RQ/RV^2 has a constant-volatility value of exactly 1 and Part A measured 1.
96,1,96#1,577,code,RV,The calibration target RQ/RV^2 has a constant-volatility value of exactly 1 and Part A measured 1.
96,1,96#1,577,code,RQ,"Either the bisection converged on a far branch, or it solved against a different target than Part A measured, or RQ/RV^2 is far flatter in sigma_w than expected."
96,1,96#1,577,code,RV,"Either the bisection converged on a far branch, or it solved against a different target than Part A measured, or RQ/RV^2 is far flatter in sigma_w than expected."
96,1,96#1,577,code,RQ,Verified here by reporting implied RQ/RV^2 at the calibrated value beside Part A's measurement per cell.
96,1,96#1,577,code,RV,Verified here by reporting implied RQ/RV^2 at the calibrated value beside Part A's measurement per cell.
96,1,96#1,577,number,96,96.
96,1,96#1,577,number,6,THE S11 PHASE 6 MECHANISM CLAIM IS PROVISIONAL PENDING CALIBRATION VERIFICATION.
96,1,96#1,577,number,1.495,Calibrated sigma_w of 1.495 to 4.
96,1,96#1,577,number,4.805,495 to 4.805 implies within-window volatility varying by up to exp(4.
96,1,96#1,577,number,4.8,805 implies within-window volatility varying by up to exp(4.8) in logs.
96,1,96#1,577,number,2,The calibration target RQ/RV^2 has a constant-volatility value of exactly 1 and Part A measured 1.
96,1,96#1,577,number,1,The calibration target RQ/RV^2 has a constant-volatility value of exactly 1 and Part A measured 1.
96,1,96#1,577,number,1.1,The calibration target RQ/RV^2 has a constant-volatility value of exactly 1 and Part A measured 1.1 to 1.
96,1,96#1,577,number,1.5,"1 to 1.5, which under lognormal within-window volatility is reproduced near sigma_w = 0."
96,1,96#1,577,number,0.6,"5, which under lognormal within-window volatility is reproduced near sigma_w = 0.6, not 4."
96,1,96#1,577,number,4.8,"6, not 4.8."
96,1,96#1,577,number,2,"Either the bisection converged on a far branch, or it solved against a different target than Part A measured, or RQ/RV^2 is far flatter in sigma_w than expected."
96,1,96#1,577,number,2,Verified here by reporting implied RQ/RV^2 at the calibrated value beside Part A's measurement per cell.
97,1,97#1,585,code,S11,THE S11 PHASE 3 TREND p-VALUE IS NOT TRUSTWORTHY AS STATED.
97,1,97#1,585,number,97,97.
97,1,97#1,585,number,3,THE S11 PHASE 3 TREND p-VALUE IS NOT TRUSTWORTHY AS STATED.
97,1,97#1,585,number,0.047,The point estimate of 0.047 per year stands; the t of -4.
97,1,97#1,585,number,0.004,19 and p of 0.004 are replaced by wild cluster bootstrap.
98,1,98#1,589,code,K4,K4 IS RESTATED BY LIMIT.
98,1,98#1,589,code,K4,"K4 is reported per limit, with the cap recorded as untested at this target and the level at which it would begin to bind reported."
98,1,98#1,589,number,98,98.
98,1,98#1,589,number,2,The leverage cap at 2.
98,1,98#1,589,number,"2,524","0x never bound across 2,524 decision points, so only the stop-out was exercised."
99,1,99#1,593,code,K4,"K4's MISSED-BREACH ASYMMETRY, observed in S11 and not written into item 92."
99,1,99#1,593,code,S11,"K4's MISSED-BREACH ASYMMETRY, observed in S11 and not written into item 92."
99,1,99#1,593,number,99,99.
99,1,99#1,593,number,92,"K4's MISSED-BREACH ASYMMETRY, observed in S11 and not written into item 92."
99,1,99#1,593,number,0.81,Missed breach rate of 0.81 to 2.
99,1,99#1,593,number,2.25,"81 to 2.25 percent exceeds the spurious rate in three of four cells, because noise inflates estimated volatility and shrinks the position that would otherwise breach."
100,1,100#1,601,path,NQ/RTH,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,path,ES/RTH,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,S12,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,S11,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,A6,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,GLOBEX,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,NQ,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,RTH,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,ES,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,RTH,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,code,GLOBEX,"The mechanism explains GLOBEX and largely fails on RTH, which is the cleaner geometry."
100,1,100#1,601,code,RTH,"The mechanism explains GLOBEX and largely fails on RTH, which is the cleaner geometry."
100,1,100#1,601,code,RTH,Something else drives the RTH anomaly and S13 tests one candidate.
100,1,100#1,601,code,S13,Something else drives the RTH anomaly and S13 tests one candidate.
100,1,100#1,601,name,Hurst,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,number,100,100.
100,1,100#1,601,number,6,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,number,6,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,number,3,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,number,6,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,number,1,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
100,1,100#1,601,number,6,"S12 narrowed S11's claim: the A6 exponent lands inside the observed range at 6 of 6 Hurst indices for both GLOBEX cells, 3 of 6 for NQ/RTH and 1 of 6 for ES/RTH."
101,1,101#1,606,code,RTH,THE OPEN-BAR CANDIDATE FOR RTH.
101,1,101#1,606,code,S04,S04 measured the 09:30 bar at 25.
101,1,101#1,606,code,S10,"heavy tails S10 tested and rejected, and it is RTH-specific by construction, since GLOBEX windows open at 18:00 into quiet."
101,1,101#1,606,code,RTH,"heavy tails S10 tested and rejected, and it is RTH-specific by construction, since GLOBEX windows open at 18:00 into quiet."
101,1,101#1,606,code,GLOBEX,"heavy tails S10 tested and rejected, and it is RTH-specific by construction, since GLOBEX windows open at 18:00 into quiet."
101,1,101#1,606,code,A7,Arm A7 places one amplitude-matched dominant return at a fixed within-window position.
101,1,101#1,606,code,A7,"Pre-registered reading: if A7 moves b into the observed range on RTH geometry and not on GLOBEX, the RTH residual is an open-bar effect."
101,1,101#1,606,code,RTH,"Pre-registered reading: if A7 moves b into the observed range on RTH geometry and not on GLOBEX, the RTH residual is an open-bar effect."
101,1,101#1,606,code,GLOBEX,"Pre-registered reading: if A7 moves b into the observed range on RTH geometry and not on GLOBEX, the RTH residual is an open-bar effect."
101,1,101#1,606,code,RTH,"Pre-registered reading: if A7 moves b into the observed range on RTH geometry and not on GLOBEX, the RTH residual is an open-bar effect."
101,1,101#1,606,number,101,101.
101,1,101#1,606,number,09,S04 measured the 09:30 bar at 25.
101,1,101#1,606,number,30,S04 measured the 09:30 bar at 25.
101,1,101#1,606,number,25.9,S04 measured the 09:30 bar at 25.9 times the base extreme rate.
101,1,101#1,606,number,18,"heavy tails S10 tested and rejected, and it is RTH-specific by construction, since GLOBEX windows open at 18:00 into quiet."
101,1,101#1,606,number,00,"heavy tails S10 tested and rejected, and it is RTH-specific by construction, since GLOBEX windows open at 18:00 into quiet."
102,1,102#1,613,path,1/sigma_hat,"Inverse-volatility weighting qualifies, since E[1/sigma_hat] exceeds 1/sigma by approximately Var(log sigma_hat)/2 to second order, so an asset measured with more proxy noise is systematically overweighted."
102,1,102#1,613,path,1/sigma,"Inverse-volatility weighting qualifies, since E[1/sigma_hat] exceeds 1/sigma by approximately Var(log sigma_hat)/2 to second order, so an asset measured with more proxy noise is systematically overweighted."
102,1,102#1,613,code,ES,ES and NQ carry measured reliability of 0.
102,1,102#1,613,code,NQ,ES and NQ carry measured reliability of 0.
102,1,102#1,613,code,RTH,"93 at RTH daily, so a two-asset book between them is biased by a computable amount."
102,1,102#1,613,number,102,102.
102,1,102#1,613,number,2,"Inverse-volatility weighting qualifies, since E[1/sigma_hat] exceeds 1/sigma by approximately Var(log sigma_hat)/2 to second order, so an asset measured with more proxy noise is systematically overweighted."
102,1,102#1,613,number,0.84,ES and NQ carry measured reliability of 0.84 and 0.
102,1,102#1,613,number,0.93,"84 and 0.93 at RTH daily, so a two-asset book between them is biased by a computable amount."
103,1,103#1,620,code,K7,"K7, RISK PARITY."
103,1,103#1,620,code,ES,"Two-asset inverse-volatility book, ES and NQ, RTH daily, monthly rebalance, naive weights from proxy-based volatility against weights corrected for the measured reliability difference."
103,1,103#1,620,code,NQ,"Two-asset inverse-volatility book, ES and NQ, RTH daily, monthly rebalance, naive weights from proxy-based volatility against weights corrected for the measured reliability difference."
103,1,103#1,620,code,RTH,"Two-asset inverse-volatility book, ES and NQ, RTH daily, monthly rebalance, naive weights from proxy-based volatility against weights corrected for the measured reliability difference."
103,1,103#1,620,code,K7,K7 FIRES if the mean absolute weight deviation from the corrected allocation is below 0.
103,1,103#1,620,number,103,103.
103,1,103#1,620,number,0.02,"K7 FIRES if the mean absolute weight deviation from the corrected allocation is below 0.02, or if the out-of-sample difference in realized portfolio volatility is below 5 percent relative at every cost-sweep point."
103,1,103#1,620,number,5,"02, or if the out-of-sample difference in realized portfolio volatility is below 5 percent relative at every cost-sweep point."
104,1,104#1,626,code,S13,"S13 tests whether the closing is a smooth decline or a level shift at a date, since a break at 2020 implies a different account from a continuous trend."
104,1,104#1,626,number,104,104.
104,1,104#1,626,number,0.38,047 per year over eight years the total movement is about 0.38 against a residual gap of 0.
104,1,104#1,626,number,0.357,38 against a residual gap of 0.357.
104,1,104#1,626,number,2020,"S13 tests whether the closing is a smooth decline or a level shift at a date, since a break at 2020 implies a different account from a continuous trend."
105,1,105#1,630,code,K7,"THE HOLDOUT IS READ ONCE MORE, in Phase 2 only, for the K7 application."
105,1,105#1,630,code,S09,"Disclosed in the paper alongside the S09 and S11 reads as a fourth opening, with the running count stated rather than described as single-use."
105,1,105#1,630,code,S11,"Disclosed in the paper alongside the S09 and S11 reads as a fourth opening, with the running count stated rather than described as single-use."
105,1,105#1,630,number,105,105.
105,1,105#1,630,number,2,"THE HOLDOUT IS READ ONCE MORE, in Phase 2 only, for the K7 application."
106,1,106#1,637,code,K3,"K3, K4, K5 and K7 all fired because volatility targeting, risk limits, combination weights and risk parity sit where the loss surface is smooth or the contamination averages away with the estimation window."
106,1,106#1,637,code,K4,"K3, K4, K5 and K7 all fired because volatility targeting, risk limits, combination weights and risk parity sit where the loss surface is smooth or the contamination averages away with the estimation window."
106,1,106#1,637,code,K5,"K3, K4, K5 and K7 all fired because volatility targeting, risk limits, combination weights and risk parity sit where the loss surface is smooth or the contamination averages away with the estimation window."
106,1,106#1,637,code,K7,"K3, K4, K5 and K7 all fired because volatility targeting, risk limits, combination weights and risk parity sit where the loss surface is smooth or the contamination averages away with the estimation window."
106,1,106#1,637,code,S11,"The operative criterion, established by S11 and S13, is that proxy noise is first-order only where the quantity of interest depends on the VARIANCE of the estimate and where more data does not reduce the contamination."
106,1,106#1,637,code,S13,"The operative criterion, established by S11 and S13, is that proxy noise is first-order only where the quantity of interest depends on the VARIANCE of the estimate and where more data does not reduce the contamination."
106,1,106#1,637,code,S14,S14 selects on that criterion.
106,1,106#1,637,number,106,106.
107,1,107#1,644,code,K8,"K8, REGIME MISCLASSIFICATION."
107,1,107#1,644,code,K4,"Days classified into volatility states by a threshold at the in-sample median of log realized variance, which unlike K4's leverage cap sits inside the distribution and binds at every decision point."
107,1,107#1,644,code,K8,K8 FIRES if the misclassification rate against the best available integrated- variance estimate is below 5 percent in every cell.
107,1,107#1,644,number,107,107.
107,1,107#1,644,number,5,K8 FIRES if the misclassification rate against the best available integrated- variance estimate is below 5 percent in every cell.
108,1,108#1,649,path,1/5,"HAR regressors are noisy proxies, so coefficients are attenuated by errors in variables, and the daily, weekly and monthly components carry noise variance in the ratio 1, 1/5, 1/22, so the daily coefficient is attenuated"
108,1,108#1,649,path,1/22,"HAR regressors are noisy proxies, so coefficients are attenuated by errors in variables, and the daily, weekly and monthly components carry noise variance in the ratio 1, 1/5, 1/22, so the daily coefficient is attenuated"
108,1,108#1,649,code,K9,"K9, HAR PERSISTENCE ATTENUATION."
108,1,108#1,649,code,HAR,"K9, HAR PERSISTENCE ATTENUATION."
108,1,108#1,649,code,HAR,"HAR regressors are noisy proxies, so coefficients are attenuated by errors in variables, and the daily, weekly and monthly components carry noise variance in the ratio 1, 1/5, 1/22, so the daily coefficient is attenuated"
108,1,108#1,649,code,K9,K9 FIRES if the corrected daily coefficient differs from the naive by less than 10 percent relative in every cell.
108,1,108#1,649,number,108,108.
108,1,108#1,649,number,1,"HAR regressors are noisy proxies, so coefficients are attenuated by errors in variables, and the daily, weekly and monthly components carry noise variance in the ratio 1, 1/5, 1/22, so the daily coefficient is attenuated"
108,1,108#1,649,number,10,K9 FIRES if the corrected daily coefficient differs from the naive by less than 10 percent relative in every cell.
109,1,109#1,657,code,K10,"K10, HURST BIAS."
109,1,109#1,657,code,K10,K10 FIRES if corrected H differs from naive H by less than 0.
109,1,109#1,657,number,109,109.
109,1,109#1,657,number,0.02,K10 FIRES if corrected H differs from naive H by less than 0.02 in every cell.
110,1,110#1,663,code,K8,"THE HOLDOUT IS READ ONCE MORE, in Phase 1 only, for K8."
110,1,110#1,663,number,110,110.
110,1,110#1,663,number,1,"THE HOLDOUT IS READ ONCE MORE, in Phase 1 only, for K8."
111,1,111#1,669,code,K10,K10 CARRIES A LAG-SELECTION CONFOUND.
111,1,111#1,669,code,ES,208 shift on ES is therefore lag selection rather than nugget subtraction.
111,1,111#1,669,name,Hurst,No Hurst figure is reportable until naive H is refitted on exactly the surviving lag subset.
111,1,111#1,669,number,111,111.
111,1,111#1,669,number,126,"The nugget reaches 126 percent of the increment moment at lag 1, so corrected S(Delta) goes negative at short lags and those lags drop from the corrected regression."
111,1,111#1,669,number,1,"The nugget reaches 126 percent of the increment moment at lag 1, so corrected S(Delta) goes negative at short lags and those lags drop from the corrected regression."
111,1,111#1,669,number,0.208,An unknown share of the 0.208 shift on ES is therefore lag selection rather than nugget subtraction.
